Packet Loss: True
topic	avg(ms)	min(ms)	max(ms)	percent
topic33	829.0 	3     	3919  	100.0%
topic34	279.0 	3     	2327  	100.0%
topic35	417.0 	3     	2580  	100.0%
topic36	157.0 	3     	1595  	100.0%
topic37	246.0 	2     	3108  	100.0%
topic38	741.0 	3     	3678  	100.0%
topic39	230.0 	2     	1813  	100.0%
topic4 	82.0  	3     	2456  	100.0%
topic5 	178.0 	3     	1580  	100.0%
topic6 	147.0 	3     	1429  	100.0%
topic7 	186.0 	2     	1771  	100.0%
topic8 	478.0 	2     	3773  	100.0%
topic9 	1982.0	4     	5279  	100.0%
Total Avg delay: 558.6 ms
Packet Loss: True
topic	avg(ms)	min(ms)	max(ms)	percent
topic0 	364.0 	3     	1280  	99.9% 
topic1 	146.0 	3     	1487  	100.0%
topic10	171.0 	3     	1955  	100.0%
topic11	122.0 	3     	1500  	100.0%
topic12	423.0 	3     	3805  	100.0%
topic13	138.0 	3     	1373  	100.0%
topic14	2084.0	3     	6937  	100.0%
topic15	213.0 	3     	3262  	100.0%
topic16	149.0 	3     	1556  	100.0%
topic17	233.0 	3     	1765  	100.0%
topic18	1436.0	3     	4678  	100.0%
topic19	137.0 	3     	1671  	100.0%
topic2 	197.0 	3     	2452  	100.0%
topic20	162.0 	3     	1889  	100.0%
topic21	988.0 	3     	4657  	100.0%
topic22	342.0 	3     	1700  	100.0%
topic23	2351.0	3     	7585  	100.0%
topic24	629.0 	3     	2916  	100.0%
topic25	190.0 	3     	1703  	100.0%
topic26	143.0 	3     	1435  	100.0%
topic27	492.0 	3     	2021  	100.0%
topic28	541.0 	3     	1641  	100.0%
topic29	266.0 	3     	1421  	100.0%
topic3 	125.0 	3     	1376  	100.0%
topic30	1790.0	2     	7486  	100.0%
topic31	280.0 	2     	1875  	100.0%
topic32	206.0 	3     	1394  	100.0%
topic33	187.0 	3     	2022  	100.0%
topic34	165.0 	3     	2013  	100.0%
topic35	116.0 	2     	1576  	100.0%
topic36	1069.0	3     	3394  	100.0%
topic37	164.0 	3     	1662  	100.0%
topic38	124.0 	3     	1501  	100.0%
topic39	582.0 	3     	2047  	100.0%
topic4 	405.0 	3     	1630  	100.0%
topic5 	144.0 	3     	1667  	100.0%
topic6 	714.0 	3     	2145  	100.0%
topic7 	218.0 	2     	1743  	100.0%
topic8 	329.0 	3     	2189  	100.0%
topic9 	106.0 	3     	1441  	100.0%
Total Avg delay: 466.025 ms
