Packet Loss: True
topic	avg(ms)	min(ms)	max(ms)	percent
topic11	80.0  	2     	906   	100.0%
topic12	221.0 	3     	1408  	100.0%
topic13	87.0  	2     	1370  	100.0%
topic14	167.0 	2     	1644  	100.0%
topic15	125.0 	2     	1247  	100.0%
topic16	120.0 	2     	1181  	100.0%
topic17	124.0 	2     	1324  	100.0%
topic18	76.0  	2     	848   	100.0%
topic19	126.0 	2     	1148  	100.0%
topic2 	126.0 	2     	1139  	100.0%
topic20	107.0 	2     	1486  	100.0%
topic21	278.0 	2     	2080  	100.0%
topic22	148.0 	2     	1507  	100.0%
topic23	90.0  	2     	1071  	100.0%
topic24	108.0 	2     	1545  	100.0%
topic3 	98.0  	2     	1142  	100.0%
topic4 	370.0 	2     	3018  	100.0%
topic5 	190.0 	2     	1976  	100.0%
topic6 	103.0 	2     	933   	100.0%
topic7 	157.0 	2     	1647  	100.0%
topic8 	79.0  	2     	1264  	100.0%
topic9 	192.0 	2     	1440  	100.0%
Total Avg delay: 151.8 ms
